ISO_Code,Continent,Country_Name,Year,Infant_Deaths,Total_Population,Number_Births,Life_Expectancy,Infant_Mortality_Rate,Population_Growth,GDP_Per_Capita_GR,GDP_Per_Captia,Covid_Cases,% Population using Basic Saniation,Pre_Covid
MHL,Oceania,Marshall Islands,2017,39,47186.5,1072,64.2696,3.64%,-2.36%,5.53%,21127.06433,None,83.55699948,Y
MHL,Oceania,Marshall Islands,2018,37,45989,1009,64.5001,3.67%,-2.54%,4.58%,22094.75746,None,83.81543267,Y
MHL,Oceania,Marshall Islands,2019,36,44728.5,947,64.7458,3.80%,-2.74%,-2.64%,21512.2733,None,84.02750054,Y
PRY,South America,Paraguay,2020,2313,6618695,138721,73.1816,1.67%,1.36%,-6.18%,20182.5845,107932,92.7207854,N
MTQ,South America,Martinique,2016,#N/A,380345,4026,82.1944,#N/A,None,N/A,20020.09386,None,#N/A,Y
MTQ,South America,Martinique,2017,#N/A,377451.5,3828,82.294,#N/A,-0.76%,5.53%,21127.06433,None,#N/A,Y
MTQ,South America,Martinique,2018,#N/A,374840.5,3709,82.5804,#N/A,-0.69%,4.58%,22094.75746,None,#N/A,Y
MTQ,South America,Martinique,2019,#N/A,372244.5,3638,82.7784,#N/A,-0.69%,-2.64%,21512.2733,None,#N/A,Y
NAM,Africa,Namibia,2020,2107,2489098,69444,62.829,3.03%,1.74%,-6.18%,20182.5845,23941,35.25996865,N
MRT,Africa,Mauritania,2016,7612,4051890.5,141210,64.7679,5.39%,None,N/A,20020.09386,None,45.93043191,Y
MRT,Africa,Mauritania,2017,7562,4160014.5,143282,65.0827,5.28%,2.67%,5.53%,21127.06433,None,48.43548848,Y
MRT,Africa,Mauritania,2018,7520,4270711.5,146064,65.31,5.15%,2.66%,4.58%,22094.75746,None,48.90936787,Y
MRT,Africa,Mauritania,2019,7446,4383848.5,147906,65.6869,5.03%,2.65%,-2.64%,21512.2733,None,49.37598772,Y
GAB,Africa,Gabon,2020,2052,2292573,63472,66.5305,3.23%,2.22%,-1.24%,66320.6792,9571,49.82416677,N
MUS,Africa,Mauritius,2016,169,1293911,13456,75.0114,1.26%,None,N/A,20020.09386,None,95.50537854,Y
MUS,Africa,Mauritius,2017,172,1294740.5,13755,74.8812,1.25%,0.06%,5.53%,21127.06433,None,95.50483772,Y
MUS,Africa,Mauritius,2018,177,1295381.5,13431,74.9194,1.32%,0.05%,4.58%,22094.75746,None,0,Y
MUS,Africa,Mauritius,2019,183,1296279,13282,75.1179,1.38%,0.07%,-2.64%,21512.2733,None,0,Y
PSE,Asia,State of Palestine,2020,2036,5019401.5,144740,74.4035,1.41%,2.23%,4.23%,7730.691746,138004,98.57792609,N
MYT,Africa,Mayotte,2016,#N/A,260283,10024,77.3657,#N/A,None,N/A,20020.09386,None,#N/A,Y
MYT,Africa,Mayotte,2017,#N/A,271565,10536,77.3442,#N/A,4.33%,5.53%,21127.06433,None,#N/A,Y
MYT,Africa,Mayotte,2018,#N/A,282954.5,10597,77.1651,#N/A,4.19%,4.58%,22094.75746,None,#N/A,Y
MYT,Africa,Mayotte,2019,#N/A,294489,10966,77.1533,#N/A,4.08%,-2.64%,21512.2733,None,#N/A,Y
BWA,Africa,Botswana,2020,1994,2546402,61583,65.6471,3.24%,1.87%,-11.66%,3137.989617,14805,80.02624315,N
MEX,North America,Mexico,2016,30368,121519221.5,2116264,74.4122,1.43%,None,N/A,20020.09386,None,89.62944687,Y
MEX,North America,Mexico,2017,29178,122839257.5,2081548,74.1378,1.40%,1.09%,5.53%,21127.06433,None,90.33947554,Y
MEX,North America,Mexico,2018,28010,124013861.5,2042458,74.0146,1.37%,0.96%,4.58%,22094.75746,None,91.04184497,Y
MEX,North America,Mexico,2019,26892,125085310.5,1965139,74.2021,1.37%,0.86%,-2.64%,21512.2733,None,91.73666093,Y
LKA,Asia,Sri Lanka,2020,1946,21715079.5,309760,76.3929,0.63%,0.30%,4.23%,7730.691746,43299,93.65293491,N
FSM,Oceania,Micronesia (Federated States of),2016,59,109925.5,2402,71.5954,2.46%,None,N/A,20020.09386,None,88.30933155,Y
FSM,Oceania,Micronesia (Federated States of),2017,58,110430.5,2383,71.4666,2.43%,0.46%,5.53%,21127.06433,None,88.30933155,Y
FSM,Oceania,Micronesia (Federated States of),2018,56,110929,2365,71.3183,2.37%,0.45%,4.58%,22094.75746,None,88.30933155,Y
FSM,Oceania,Micronesia (Federated States of),2019,55,111378.5,2359,71.0771,2.33%,0.41%,-2.64%,21512.2733,None,88.30933155,Y
NIC,North America,Nicaragua,2020,1812,6755895.5,141324,71.7954,1.28%,1.38%,-6.18%,20182.5845,4829,73.02109747,N
MCO,Europe,Monaco,2016,1,37070.5,349,85.7228,0.29%,None,N/A,20020.09386,None,100,Y
MCO,Europe,Monaco,2017,1,37044.5,330,85.6525,0.30%,-0.07%,5.53%,21127.06433,None,100,Y
MCO,Europe,Monaco,2018,1,37029,339,86.4643,0.29%,-0.04%,4.58%,22094.75746,None,100,Y
MCO,Europe,Monaco,2019,1,37034,331,86.5424,0.30%,0.01%,-2.64%,21512.2733,None,100,Y
CAN,North America,Canada,2020,1692,37888705,370506,82.0471,0.46%,0.98%,-6.63%,43258.26387,590249,99.03286158,N
MNG,Asia,Mongolia,2016,1225,3029554.5,76746,69.8647,1.60%,None,N/A,20020.09386,None,63.16185335,Y
MNG,Asia,Mongolia,2017,1166,3096029.5,74832,70.2375,1.56%,2.19%,5.53%,21127.06433,None,64.28767152,Y
MNG,Asia,Mongolia,2018,1103,3163991,75256,71.1992,1.47%,2.20%,4.58%,22094.75746,None,65.42635694,Y
MNG,Asia,Mongolia,2019,1041,3232429.5,75136,71.8221,1.39%,2.16%,-2.64%,21512.2733,None,66.57753112,Y
JPN,Asia,Japan,2020,1669,125244760.5,827602,84.6879,0.20%,-0.43%,-5.82%,1547.511388,235749,99.921764,N
MNE,Europe,Montenegro,2016,22,633263.5,7848,76.7462,0.28%,None,N/A,20020.09386,None,96.09907721,Y
MNE,Europe,Montenegro,2017,20,632438,7712,76.9388,0.26%,-0.13%,5.53%,21127.06433,None,96.6569966,Y
MNE,Europe,Montenegro,2018,17,631454.5,7529,77.1595,0.23%,-0.16%,4.58%,22094.75746,None,97.21424466,Y
MNE,Europe,Montenegro,2019,16,630396,7429,77.0396,0.22%,-0.17%,-2.64%,21512.2733,None,97.50229752,Y
TLS,Asia,Timor-Leste,2020,1382,1299995,32882,68.4755,4.20%,1.53%,-6.86%,8406.890911,44,56.76669456,N
MSR,North America,Montserrat,2016,#N/A,5084.5,49,75.0895,#N/A,None,N/A,20020.09386,None,#N/A,Y
MSR,North America,Montserrat,2017,#N/A,4698.5,52,75.2163,#N/A,-7.59%,5.53%,21127.06433,None,#N/A,Y
MSR,North America,Montserrat,2018,#N/A,4358.5,33,75.219,#N/A,-7.24%,4.58%,22094.75746,None,#N/A,Y
MSR,North America,Montserrat,2019,#N/A,4504.5,39,75.3816,#N/A,3.35%,-2.64%,21512.2733,None,#N/A,Y
POL,Europe,Poland,2020,1361,38428366.5,372990,76.9424,0.36%,-0.17%,-6.18%,20182.5845,1294878,100.0000026,N
MAR,Africa,Morocco,2016,13348,35107263.5,684405,73.284,1.95%,None,N/A,20020.09386,None,83.54587203,Y
MAR,Africa,Morocco,2017,12582,35528114.5,686331,73.6603,1.83%,1.20%,5.53%,21127.06433,None,84.47590911,Y
MAR,Africa,Morocco,2018,11907,35927511,676690,73.9863,1.76%,1.12%,4.58%,22094.75746,None,85.40346662,Y
MAR,Africa,Morocco,2019,11285,36304407.5,666487,74.2705,1.69%,1.05%,-2.64%,21512.2733,None,86.32823398,Y
CHL,South America,Chile,2020,1315,19300314.5,227821,79.3769,0.58%,1.37%,-10.06%,13220.57076,608973,99.99999872,N
MOZ,Africa,Mozambique,2016,62195,27696492.5,1063303,59.038,5.85%,None,N/A,20020.09386,None,30.84502424,Y
MOZ,Africa,Mozambique,2017,61430,28569441,1089214,59.7709,5.64%,3.15%,5.53%,21127.06433,None,32.40667838,Y
MOZ,Africa,Mozambique,2018,60922,29423878.5,1111300,60.5261,5.48%,2.99%,4.58%,22094.75746,None,33.98682894,Y
MOZ,Africa,Mozambique,2019,60249,30285595,1131557,61.1662,5.32%,2.93%,-2.64%,21512.2733,None,35.58641252,Y
SLV,North America,El Salvador,2020,1284,6292731,102067,71.0609,1.26%,0.20%,-0.09%,11483.59931,46242,82.44975254,N
MMR,Asia,Myanmar,2016,37393,51892348.5,952050,65.685,3.93%,None,N/A,20020.09386,None,71.73594034,Y
MMR,Asia,Myanmar,2017,36126,52288341,948906,65.843,3.81%,0.76%,5.53%,21127.06433,None,72.21441796,Y
MMR,Asia,Myanmar,2018,34917,52666014,942093,66.4646,3.71%,0.72%,4.58%,22094.75746,None,72.69104449,Y
MMR,Asia,Myanmar,2019,33834,53040212,937752,66.6104,3.61%,0.71%,-2.64%,21512.2733,None,73.16531897,Y
COM,Africa,Comoros,2020,1257,806166,24128,64.1665,5.21%,1.92%,2.61%,10408.66976,823,0,N
NAM,Africa,Namibia,2016,2271,2323352,69953,61.6825,3.25%,None,N/A,20020.09386,None,34.1586709,Y
NAM,Africa,Namibia,2017,2235,2364533.5,69888,62.2931,3.20%,1.77%,5.53%,21127.06433,None,34.43010792,Y
NAM,Africa,Namibia,2018,2207,2405680.5,69909,62.5859,3.16%,1.74%,4.58%,22094.75746,None,34.67974848,Y
NAM,Africa,Namibia,2019,2157,2446644.5,69686,63.075,3.10%,1.70%,-2.64%,21512.2733,None,34.96077645,Y
LBY,Africa,Libya,2020,1170,6653942,121777,72.4722,0.96%,1.29%,-25.48%,7614.325449,100277,92.10600221,N
NRU,Oceania,Nauru,2016,8,11436.5,357,62.7018,2.24%,None,N/A,20020.09386,None,65.59552643,Y
NRU,Oceania,Nauru,2017,8,11682.5,355,62.988,2.25%,2.15%,5.53%,21127.06433,None,65.59552643,Y
NRU,Oceania,Nauru,2018,8,11924,355,63.2337,2.25%,2.07%,4.58%,22094.75746,None,0,Y
NRU,Oceania,Nauru,2019,7,12131.5,355,63.4845,1.97%,1.74%,-2.64%,21512.2733,None,0,Y
SWZ,Africa,Eswatini,2020,1101,1180655,29120,59.6922,3.78%,0.94%,-0.09%,11483.59931,9358,64.29217458,N
NPL,Asia,Nepal,2016,15786,27861186,607431,68.7758,2.60%,None,N/A,20020.09386,None,62.04347513,Y
NPL,Asia,Nepal,2017,15000,28183425.5,603251,68.9099,2.49%,1.16%,5.53%,21127.06433,None,65.59537501,Y
NPL,Asia,Nepal,2018,14328,28506712,600218,68.9786,2.39%,1.15%,4.58%,22094.75746,None,69.2078923,Y
NPL,Asia,Nepal,2019,13731,28832495.5,602436,69.5576,2.28%,1.14%,-2.64%,21512.2733,None,72.88013018,Y
ITA,Europe,Italy,2020,1092,59500578.5,410093,82.3953,0.27%,-0.38%,-5.82%,1547.511388,2107166,99.8851602,N
NLD,Europe,Netherlands,2016,597,17124505,173668,81.547,0.34%,None,N/A,20020.09386,None,97.72411571,Y
NLD,Europe,Netherlands,2017,597,17207198,171027,81.7291,0.35%,0.48%,5.53%,21127.06433,None,97.71350401,Y
NLD,Europe,Netherlands,2018,602,17286042.5,169248,81.7741,0.36%,0.46%,4.58%,22094.75746,None,97.70362132,Y
NLD,Europe,Netherlands,2019,609,17363261.5,169827,82.0455,0.36%,0.45%,-2.64%,21512.2733,None,97.6943826,Y
ROU,Europe,Romania,2020,1043,19442038.5,199088,75.3456,0.52%,-0.42%,0.44%,12956.56625,632263,87.06644493,N
NCL,Oceania,New Caledonia,2016,#N/A,283747.5,4454,79.0211,#N/A,None,N/A,20020.09386,None,100,Y
NCL,Oceania,New Caledonia,2017,#N/A,284348.5,4409,79.483,#N/A,0.21%,5.53%,21127.06433,None,100,Y
NCL,Oceania,New Caledonia,2018,#N/A,284880,4335,79.938,#N/A,0.19%,4.58%,22094.75746,None,100,Y
NCL,Oceania,New Caledonia,2019,#N/A,285374,4257,80.386,#N/A,0.17%,-2.64%,21512.2733,None,100,Y
ESP,Europe,Spain,2020,1039,47363807,352000,82.2892,0.30%,0.49%,4.23%,7730.691746,1928265,99.90336421,N
NZL,Oceania,New Zealand,2016,268,4668081,58476,82.07,0.46%,None,N/A,20020.09386,None,100.0000013,Y
NZL,Oceania,New Zealand,2017,259,4746251.5,60564,82.2189,0.43%,1.67%,5.53%,21127.06433,None,99.9999974,Y
NZL,Oceania,New Zealand,2018,250,4838526,56905,82.3803,0.44%,1.94%,4.58%,22094.75746,None,99.99999614,Y
NZL,Oceania,New Zealand,2019,242,4959034,63079,82.5665,0.38%,2.49%,-2.64%,21512.2733,None,99.99999745,Y
AUS,Oceania,Australia,2020,1000,25670050.5,296417,84.3239,0.34%,1.23%,-5.82%,51680.31652,28425,99.99115238,N
NIC,North America,Nicaragua,2016,2162,6389235,143755,73.2562,1.50%,None,N/A,20020.09386,None,72.83194574,Y
NIC,North America,Nicaragua,2017,2069,6480531.5,143399,73.5536,1.44%,1.43%,5.53%,21127.06433,None,72.87482222,Y
NIC,North America,Nicaragua,2018,1981,6572232.5,142870,73.8497,1.39%,1.42%,4.58%,22094.75746,None,72.92057175,Y
NIC,North America,Nicaragua,2019,1893,6663924,142181,74.0543,1.33%,1.40%,-2.64%,21512.2733,None,72.96939836,Y
MNG,Asia,Mongolia,2020,982,3294335,73785,72.141,1.33%,1.92%,-6.18%,20182.5845,1195,67.74079142,N
NER,Africa,Niger,2016,48327,20921743,973456,61.6288,4.96%,None,N/A,20020.09386,None,12.99383525,Y
NER,Africa,Niger,2017,48455,21737922,1008227,62.1599,4.81%,3.90%,5.53%,21127.06433,None,13.43185924,Y
NER,Africa,Niger,2018,48635,22577058,1041983,62.4544,4.67%,3.86%,4.58%,22094.75746,None,13.86985027,Y
NER,Africa,Niger,2019,48787,23443393,1075960,62.8967,4.53%,3.84%,-2.64%,21512.2733,None,14.30938558,Y
PAN,North America,Panama,2020,979,4294396.5,76898,76.657,1.27%,1.46%,-6.18%,20182.5845,246790,84.57385023,N
NGA,Africa,Nigeria,2016,555616,188666931,7384114,52.0427,7.52%,None,N/A,20020.09386,None,39.18201097,Y
NGA,Africa,Nigeria,2017,554698,193495906.5,7486698,52.3052,7.41%,2.56%,5.53%,21127.06433,None,40.0373347,Y
NGA,Africa,Nigeria,2018,551611,198387623.5,7590288,52.5536,7.27%,2.53%,4.58%,22094.75746,None,40.91261014,Y
NGA,Africa,Nigeria,2019,547026,203304491.5,7697868,52.9104,7.11%,2.48%,-2.64%,21512.2733,None,41.80768804,Y
DJI,Africa,Djibouti,2020,953,1090156,24496,62.6943,3.89%,1.50%,1.48%,3219.701128,5831,66.72263564,N
NIU,Oceania,Niue,2016,1,1861,26,70.3281,3.85%,None,N/A,20020.09386,None,#N/A,Y
NIU,Oceania,Niue,2017,1,1869,25,70.4903,4.00%,0.43%,5.53%,21127.06433,None,#N/A,Y
NIU,Oceania,Niue,2018,1,1886.5,25,70.6162,4.00%,0.94%,4.58%,22094.75746,None,#N/A,Y
NIU,Oceania,Niue,2019,1,1920.5,25,70.7401,4.00%,1.80%,-2.64%,21512.2733,None,#N/A,Y
KOR,Asia,Republic of Korea,2020,940,51844690.5,294239,83.6089,0.32%,0.08%,-19.27%,50124.38594,61769,99.9374936,N
MKD,Europe,North Macedonia,2016,221,2110196,23318,76.0296,0.95%,None,N/A,20020.09386,None,95.96583261,Y
MKD,Europe,North Macedonia,2017,193,2111978.5,22198,76.4766,0.87%,0.08%,5.53%,21127.06433,None,96.61610506,Y
MKD,Europe,North Macedonia,2018,160,2113491,21705,77.3142,0.74%,0.07%,4.58%,22094.75746,None,97.23607252,Y
MKD,Europe,North Macedonia,2019,133,2114176,20447,77.2928,0.65%,0.03%,-2.64%,21512.2733,None,97.78245516,Y
OMN,Asia,Oman,2020,853,4543398.5,86916,74.7571,0.98%,-1.29%,-6.18%,20182.5845,128867,99.32024218,N
MNP,Oceania,Northern Mariana Islands,2016,#N/A,51133,682,76.7804,#N/A,None,N/A,20020.09386,None,78.69368964,Y
MNP,Oceania,Northern Mariana Islands,2017,#N/A,50729,655,76.8433,#N/A,-0.79%,5.53%,21127.06433,None,78.90500285,Y
MNP,Oceania,Northern Mariana Islands,2018,#N/A,50304,633,76.8258,#N/A,-0.84%,4.58%,22094.75746,None,79.11631606,Y
MNP,Oceania,Northern Mariana Islands,2019,#N/A,49858,622,77.0532,#N/A,-0.89%,-2.64%,21512.2733,None,79.11631606,Y
LBN,Asia,Lebanon,2020,694,5662923.5,87727,77.8038,0.79%,-2.06%,-49.49%,3801.792743,181503,99.2,N
NOR,Europe,Norway,2016,126,5236589.5,58550,82.4147,0.22%,None,N/A,20020.09386,None,98.05554842,Y
NOR,Europe,Norway,2017,122,5277392.5,56423,82.624,0.22%,0.78%,5.53%,21127.06433,None,98.05438812,Y
NOR,Europe,Norway,2018,117,5312320,54982,82.7605,0.21%,0.66%,4.58%,22094.75746,None,98.05325263,Y
NOR,Europe,Norway,2019,112,5348278.5,54384,82.9552,0.21%,0.68%,-2.64%,21512.2733,None,98.05215533,Y
NLD,Europe,Netherlands,2020,618,17434557.5,173058,81.6381,0.36%,0.41%,-6.18%,20182.5845,806620,97.68577085,N
OMN,Asia,Oman,2016,842,4398070,90334,77.9158,0.93%,None,N/A,20020.09386,None,99.31929617,Y
OMN,Asia,Oman,2017,860,4541854,92131,77.9243,0.93%,3.27%,5.53%,21127.06433,None,99.31956404,Y
OMN,Asia,Oman,2018,868,4601156.5,91717,77.9659,0.95%,1.31%,4.58%,22094.75746,None,99.31980768,Y
OMN,Asia,Oman,2019,866,4602768,89872,78.0022,0.96%,0.04%,-2.64%,21512.2733,None,99.3200387,Y
ARE,Asia,United Arab Emirates,2020,562,9287289,98648,78.9457,0.57%,0.82%,2.47%,3751.740723,207822,99.22957,N
TWN,Asia,"Other, non specified",2016,#N/A,23594471,211398,79.7716,#N/A,None,N/A,20020.09386,None,#N/A,Y
TWN,Asia,"Other, non specified",2017,#N/A,23665024,202399,80.1316,#N/A,0.30%,5.53%,21127.06433,None,#N/A,Y
TWN,Asia,"Other, non specified",2018,#N/A,23726185.5,193667,80.5344,#N/A,0.26%,4.58%,22094.75746,None,#N/A,Y
TWN,Asia,"Other, non specified",2019,#N/A,23777737.5,188395,80.6505,#N/A,0.22%,-2.64%,21512.2733,None,#N/A,Y
JAM,North America,Jamaica,2020,532,2820435.5,33317,71.8686,1.60%,0.24%,-5.82%,1547.511388,12827,86.60642453,N
PAK,Asia,Pakistan,2016,350501,213524839.5,6291208,65.8797,5.57%,None,N/A,20020.09386,None,61.06426149,Y
PAK,Asia,Pakistan,2017,345261,216379655,6289965,66.2972,5.49%,1.34%,5.53%,21127.06433,None,62.91304935,Y
PAK,Asia,Pakistan,2018,339097,219731479.5,6302081,66.482,5.38%,1.55%,4.58%,22094.75746,None,64.75166491,Y
PAK,Asia,Pakistan,2019,331941,223293279.5,6330933,66.7558,5.24%,1.62%,-2.64%,21512.2733,None,66.57990296,Y
ISR,Asia,Israel,2020,494,8757489.5,175353,82.3598,0.28%,1.74%,0.51%,44177.57122,423262,99.94903563,N
PLW,Oceania,Palau,2016,4,17816,245,63.8521,1.63%,None,N/A,20020.09386,None,99.20342269,Y
PLW,Oceania,Palau,2017,4,17836.5,237,64.0828,1.69%,0.12%,5.53%,21127.06433,None,99.60980379,Y
PLW,Oceania,Palau,2018,4,17864.5,275,64.3886,1.45%,0.16%,4.58%,22094.75746,None,99.61449459,Y
PLW,Oceania,Palau,2019,4,17916.5,279,64.8043,1.43%,0.29%,-2.64%,21512.2733,None,99.61897785,Y
MDA,Europe,Republic of Moldova,2020,494,3084847,38584,70.1665,1.28%,-0.79%,-19.27%,50124.38594,144818,78.72914055,N
PAN,North America,Panama,2016,1114,4026336.5,79220,77.6529,1.41%,None,N/A,20020.09386,None,79.83758375,Y
PAN,North America,Panama,2017,1080,4096063,79014,77.7954,1.37%,1.73%,5.53%,21127.06433,None,81.01029843,Y
PAN,North America,Panama,2018,1047,4165254.5,78255,77.8629,1.34%,1.69%,4.58%,22094.75746,None,82.19061536,Y
PAN,North America,Panama,2019,1011,4232532,77044,77.8103,1.31%,1.62%,-2.64%,21512.2733,None,83.37854998,Y
CRI,North America,Costa Rica,2020,462,5123105,62230,79.277,0.74%,0.76%,-4.39%,12201.92603,169321,97.91499372,N
PNG,Oceania,Papua New Guinea,2016,8902,8899169.5,246159,64.8399,3.62%,None,N/A,20020.09386,None,18.94311078,Y
PNG,Oceania,Papua New Guinea,2017,8745,9114796,247721,65.1028,3.53%,2.42%,5.53%,21127.06433,None,19.00846028,Y
PNG,Oceania,Papua New Guinea,2018,8594,9329227,250029,65.1822,3.44%,2.35%,4.58%,22094.75746,None,19.0774038,Y
PNG,Oceania,Papua New Guinea,2019,8432,9542485.5,251340,65.4738,3.35%,2.29%,-2.64%,21512.2733,None,19.14928738,Y
CUB,North America,Cuba,2020,456,11300698,105616,77.5673,0.43%,-0.14%,-6.74%,85346.76195,11863,91.35635221,N
PRY,South America,Paraguay,2016,2612,6266615.5,139710,73.5336,1.87%,None,N/A,20020.09386,None,88.64711913,Y
PRY,South America,Paraguay,2017,2535,6355404,139763,73.6436,1.81%,1.42%,5.53%,21127.06433,None,89.69285635,Y
PRY,South America,Paraguay,2018,2457,6443328,139766,73.5676,1.76%,1.38%,4.58%,22094.75746,None,90.73172627,Y
PRY,South America,Paraguay,2019,2379,6530026.5,139138,73.6207,1.71%,1.35%,-2.64%,21512.2733,None,91.77642662,Y
GEO,Asia,Georgia,2020,428,3765912,48839,72.7653,0.88%,-0.13%,-1.24%,66320.6792,227420,85.76672943,N
PER,South America,Peru,2016,6632,31132778.5,575208,75.789,1.15%,None,N/A,20020.09386,None,75.78709672,Y
PER,South America,Peru,2017,6374,31605486.5,576461,75.879,1.11%,1.52%,5.53%,21127.06433,None,76.4886635,Y
PER,South America,Peru,2018,6132,32203944,579697,76.0089,1.06%,1.89%,4.58%,22094.75746,None,77.18766036,Y
PER,South America,Peru,2019,5916,32824860.5,591025,76.1559,1.00%,1.93%,-2.64%,21512.2733,None,77.8836449,Y
BEL,Europe,Belgium,2020,427,11561716.5,114894,80.7884,0.37%,0.44%,-27.18%,24665.09683,646496,99.48615647,N
PHL,Asia,Philippines,2016,51630,104875266.5,2394064,71.3871,2.16%,None,N/A,20020.09386,None,76.65530655,Y
PHL,Asia,Philippines,2017,50011,106738501.5,2418897,71.5156,2.07%,1.78%,5.53%,21127.06433,None,78.04232901,Y
PHL,Asia,Philippines,2018,48365,108568836,2437103,71.689,1.98%,1.71%,4.58%,22094.75746,None,79.43866535,Y
PHL,Asia,Philippines,2019,46888,110380804.5,2456896,71.8649,1.91%,1.67%,-2.64%,21512.2733,None,80.8435005,Y
FJI,Oceania,Fiji,2020,426,920422,18123,67.9244,2.35%,0.21%,-2.56%,34191.82825,49,99.16077717,N
POL,Europe,Poland,2016,1530,38532112.5,390297,77.8025,0.39%,None,N/A,20020.09386,None,99.420295,Y
POL,Europe,Poland,2017,1488,38532812,407670,77.7205,0.37%,0.00%,5.53%,21127.06433,None,99.83739707,Y
POL,Europe,Poland,2018,1449,38521456.5,399342,77.6282,0.36%,-0.03%,4.58%,22094.75746,None,99.99796232,Y
POL,Europe,Poland,2019,1407,38493601,382527,77.9272,0.37%,-0.07%,-2.64%,21512.2733,None,100,Y
KWT,Asia,Kuwait,2020,414,4360444.5,52942,76.9198,0.78%,-1.82%,-23.36%,24811.76971,150584,100,N
PRT,Europe,Portugal,2016,248,10332753,86863,81.2324,0.29%,None,N/A,20020.09386,None,99.56670373,Y
PRT,Europe,Portugal,2017,243,10307530,86042,81.498,0.28%,-0.24%,5.53%,21127.06433,None,99.60892549,Y
PRT,Europe,Portugal,2018,235,10289835,86504,81.3947,0.27%,-0.17%,4.58%,22094.75746,None,99.60731412,Y
PRT,Europe,Portugal,2019,226,10289923,85439,81.7007,0.26%,0.00%,-2.64%,21512.2733,None,99.60572242,Y
SRB,Europe,Serbia,2020,398,7358004.5,68556,75.4057,0.58%,-0.58%,-4.63%,45515.7577,337923,97.89866471,N
PRI,North America,Puerto Rico,2016,#N/A,3432740.5,30154,80.2705,#N/A,None,N/A,20020.09386,None,100,Y
PRI,North America,Puerto Rico,2017,#N/A,3366408,26996,79.2576,#N/A,-1.93%,5.53%,21127.06433,None,100,Y
PRI,North America,Puerto Rico,2018,#N/A,3319269,22578,79.7698,#N/A,-1.40%,4.58%,22094.75746,None,100,Y
PRI,North America,Puerto Rico,2019,#N/A,3292886.5,26097,79.0628,#N/A,-0.79%,-2.64%,21512.2733,None,100,Y
ARM,Asia,Armenia,2020,387,2805608.5,35016,72.173,1.11%,-0.53%,-7.35%,4266.018074,159409,93.93674174,N
QAT,Asia,Qatar,2016,162,2595166,25480,80.4335,0.64%,None,N/A,57162.96801,None,100,Y
QAT,Asia,Qatar,2017,155,2711754.5,27496,80.7171,0.56%,4.49%,3.43%,59124.86727,None,100,Y
QAT,Asia,Qatar,2018,147,2766732,29263,80.8982,0.50%,2.03%,11.47%,65907.94843,None,100,Y
QAT,Asia,Qatar,2019,139,2807235,30078,80.9897,0.46%,1.46%,-5.80%,62087.97413,None,100,Y
GUY,South America,Guyana,2020,364,797202,16310,68.4858,2.23%,-0.19%,-1.24%,66320.6792,6332,85.78250661,N
KOR,Asia,Republic of Korea,2016,1195,51309984,399649,82.9259,0.30%,None,N/A,57162.96801,None,99.95656948,Y
KOR,Asia,Republic of Korea,2017,1125,51511638.5,361088,83.2855,0.31%,0.39%,3.43%,59124.86727,None,99.95180051,Y
KOR,Asia,Republic of Korea,2018,1059,51676900,328956,83.3427,0.32%,0.32%,11.47%,65907.94843,None,99.94703154,Y
KOR,Asia,Republic of Korea,2019,997,51803829.5,306304,83.6557,0.33%,0.25%,-5.80%,62087.97413,None,99.94226257,Y
SLB,Oceania,Solomon Islands,2020,355,691190.5,20904,70.1987,1.70%,2.40%,-4.63%,45515.7577,17,34.75592548,N
MDA,Europe,Republic of Moldova,2016,568,3225123,47979,69.9169,1.18%,None,N/A,57162.96801,None,76.53136409,Y
MDA,Europe,Republic of Moldova,2017,550,3180506,44192,70.5155,1.24%,-1.38%,3.43%,59124.86727,None,77.07621106,Y
MDA,Europe,Republic of Moldova,2018,532,3141837,42468,70.4916,1.25%,-1.22%,11.47%,65907.94843,None,77.62450601,Y
MDA,Europe,Republic of Moldova,2019,513,3109491,40266,70.9351,1.27%,-1.03%,-5.80%,62087.97413,None,78.17559111,Y
BGR,Europe,Bulgaria,2020,315,6979174.5,59781,73.6453,0.53%,-1.04%,-12.40%,6348.832318,202266,86.03496784,N
ROU,Europe,Romania,2016,1368,19797820,213829,75.2458,0.64%,None,N/A,9548.587403,None,83.82278949,Y
ROU,Europe,Romania,2017,1253,19698853,217448,75.9519,0.58%,-0.50%,13.18%,10807.00917,None,84.62696211,Y
ROU,Europe,Romania,2018,1163,19606783,210595,76.1546,0.55%,-0.47%,14.73%,12398.98198,None,85.43642436,Y
ROU,Europe,Romania,2019,1093,19524211,203903,76.5079,0.54%,-0.42%,4.04%,12899.34611,None,86.2498554,Y
CHE,Europe,Switzerland,2020,311,8638613,86564,83.067,0.36%,0.73%,-29.32%,12193.88687,452296,99.89987655,N
RUS,Europe,Russian Federation,2016,11476,145109156.5,1889864,72.6609,0.61%,None,N/A,8704.898438,None,88.3368735,Y
RUS,Europe,Russian Federation,2017,10421,145452536,1688766,73.3743,0.62%,0.24%,23.15%,10720.33301,None,88.59811986,Y
RUS,Europe,Russian Federation,2018,9446,145652292.5,1605282,73.5306,0.59%,0.14%,5.29%,11287.36035,None,88.86099167,Y
